,Slot of Booking (Hour of the Day),90_days_repeat,Days_between_booking_service,Source_B,Source_C,Source_D
19314,14,1,1,0,0,1
19315,14,1,4,0,0,1
19316,13,1,2,0,0,0
19317,19,1,5,1,0,0
19318,14,1,5,0,1,0
19319,16,1,1,0,0,0
19320,9,1,1,1,0,0
19321,14,0,5,0,0,1
19322,14,0,5,0,1,0
19323,12,0,0,1,0,0
19324,11,0,5,0,1,0
19325,14,1,1,0,1,0
19326,17,1,1,1,0,0
19327,9,0,3,1,0,0
19328,14,0,5,0,1,0
19329,14,0,0,0,0,1
19330,14,0,2,0,0,0
19331,12,0,4,0,1,0
19332,6,0,0,0,0,1
19333,13,1,3,0,1,0
19334,15,1,5,0,0,0
19335,14,0,4,0,0,1
19336,14,1,0,0,0,1
19337,12,1,2,0,1,0
19338,14,0,5,1,0,0
19339,14,0,4,1,0,0
19340,13,0,1,1,0,0
19341,13,1,1,0,0,0
19342,18,1,3,0,0,1
19343,14,1,5,0,0,0
19344,19,1,0,0,0,1
19345,10,1,5,0,1,0
19346,14,1,3,0,1,0
19347,14,1,0,0,1,0
19348,13,1,2,0,1,0
19349,14,0,4,0,1,0
19350,7,1,1,0,0,1
19351,9,1,3,0,1,0
19352,14,1,2,0,0,0
19353,14,1,0,0,1,0
19354,13,1,3,0,0,1
19355,14,0,3,0,0,1
19356,14,0,3,0,0,1
19357,14,0,2,0,0,0
19358,18,0,1,0,0,0
19359,9,1,3,0,1,0
19360,10,1,0,0,1,0
19361,17,1,1,1,0,0
19362,8,1,2,0,1,0
19363,7,1,3,0,0,0
19364,18,1,5,0,1,0
19365,17,1,3,1,0,0
19366,8,1,5,1,0,0
19367,17,1,1,0,0,0
19368,6,0,1,0,0,0
19369,7,0,3,1,0,0
19370,8,0,4,0,1,0
19371,12,1,5,0,1,0
19372,8,1,5,0,0,0
19373,13,1,5,0,1,0
19374,8,1,1,0,0,0
19375,13,0,2,1,0,0
19376,9,0,2,1,0,0
19377,14,1,2,0,0,1
19378,15,1,0,0,0,0
19379,14,1,4,0,1,0
19380,9,1,1,0,1,0
19381,14,1,1,0,0,1
19382,17,1,1,1,0,0
19383,10,1,3,0,0,1
19384,9,1,1,0,1,0
19385,14,1,1,0,1,0
19386,14,0,5,0,0,0
19387,6,0,2,0,0,1
19388,14,1,4,0,0,1
19389,7,1,3,0,0,0
19390,14,1,3,0,1,0
19391,14,0,5,0,0,1
19392,8,0,1,1,0,0
19393,7,0,2,0,1,0
19394,14,1,5,0,1,0
19395,14,1,1,0,1,0
19396,10,0,3,0,0,0
19397,14,0,4,0,0,1
19398,15,0,5,0,1,0
19399,13,0,1,0,0,1
19400,14,0,4,0,0,0
19401,8,0,3,0,1,0
19402,14,0,5,0,0,1
19403,14,0,4,0,0,1
19404,14,1,5,0,1,0
19405,11,1,0,0,1,0
19406,14,1,2,0,0,1
19407,9,1,1,1,0,0
19408,18,1,2,0,1,0
19409,14,1,5,0,0,1
19410,14,1,2,0,0,0
19411,13,1,5,0,0,1
19412,19,1,5,0,1,0
19413,7,1,1,0,1,0
19414,9,1,4,0,1,0
19415,14,1,1,0,0,0
19416,14,1,2,0,0,1
19417,14,0,2,1,0,0
19418,7,0,5,1,0,0
19419,8,0,5,0,0,0
19420,19,0,1,0,1,0
19421,12,1,0,0,1,0
19422,14,1,5,0,1,0
19423,6,1,5,0,0,0
19424,13,1,0,0,0,1
19425,10,1,1,0,1,0
19426,13,1,0,0,0,0
19427,14,0,1,0,0,0
19428,18,0,2,0,0,1
19429,13,1,4,0,1,0
19430,15,1,3,1,0,0
19431,14,1,1,0,0,0
19432,14,1,1,0,0,0
19433,14,1,2,1,0,0
19434,6,1,3,0,0,1
19435,14,0,3,0,1,0
19436,8,1,4,0,1,0
19437,14,1,1,0,0,0
19438,13,1,0,1,0,0
19439,7,1,5,0,1,0
19440,14,1,5,1,0,0
19441,6,1,1,0,1,0
19442,13,1,4,0,1,0
19443,17,1,1,0,1,0
19444,12,1,3,0,0,1
19445,10,1,5,0,0,0
19446,7,1,0,0,1,0
19447,7,1,1,0,1,0
19448,13,1,0,0,0,0
19449,14,1,5,0,1,0
19450,14,1,5,0,1,0
19451,14,1,5,0,1,0
19452,19,1,4,1,0,0
19453,14,1,1,0,0,1
19454,14,1,0,0,0,0
19455,16,1,2,1,0,0
19456,13,1,4,0,0,1
19457,14,1,1,0,1,0
19458,10,1,0,0,1,0
19459,14,1,3,1,0,0
19460,14,1,4,0,1,0
19461,16,1,3,0,0,1
19462,14,1,0,0,1,0
19463,14,1,0,0,1,0
19464,13,0,0,0,0,1
19465,12,0,0,0,1,0
19466,14,0,3,0,1,0
19467,13,0,3,1,0,0
19468,17,0,2,0,1,0
19469,16,1,2,0,0,0
19470,16,1,3,0,1,0
19471,14,1,5,1,0,0
19472,6,0,4,0,1,0
19473,17,1,0,0,1,0
19474,15,1,5,0,0,1
19475,14,1,5,1,0,0
19476,14,1,2,1,0,0
19477,14,0,0,0,0,0
19478,16,0,2,0,0,1
19479,13,1,1,0,0,0
19480,14,1,2,0,1,0
19481,14,1,0,0,1,0
19482,17,1,4,0,0,1
19483,12,1,2,1,0,0
19484,14,0,1,0,0,0
19485,9,0,2,0,1,0
19486,14,0,1,0,1,0
19487,8,0,3,0,0,0
19488,8,0,4,1,0,0
19489,10,0,0,0,1,0
19490,11,0,4,0,1,0
19491,10,0,4,1,0,0
19492,14,0,4,0,1,0
19493,18,0,2,0,1,0
19494,14,0,5,0,1,0
19495,11,1,0,1,0,0
19496,7,1,1,0,1,0
19497,13,0,4,1,0,0
19498,14,0,5,1,0,0
19499,9,0,4,1,0,0
19500,14,0,3,0,1,0
19501,15,0,0,0,1,0
19502,14,0,5,1,0,0
19503,14,0,3,0,1,0
19504,17,0,2,0,0,0
19505,14,0,1,0,0,1
19506,14,1,5,0,0,1
19507,14,1,2,1,0,0
19508,16,1,5,1,0,0
19509,18,1,4,0,1,0
19510,12,0,4,0,0,0
19511,14,1,5,0,0,1
19512,10,1,3,0,0,1
19513,14,1,4,0,0,1
19514,18,1,2,0,1,0
19515,14,1,1,0,1,0
19516,14,1,4,1,0,0
19517,14,1,5,0,1,0
19518,13,1,5,0,1,0
19519,16,1,4,0,0,1
19520,14,1,3,0,1,0
19521,11,0,3,0,0,1
19522,13,0,0,0,0,1
19523,14,0,4,0,0,1
19524,14,0,2,0,0,1
19525,14,0,4,1,0,0
19526,14,0,2,0,0,1
19527,11,0,3,1,0,0
19528,13,0,1,1,0,0
19529,14,0,2,0,0,1
19530,7,0,1,1,0,0
19531,14,0,5,0,1,0
19532,14,1,3,0,0,0
19533,13,1,3,1,0,0
19534,17,1,0,1,0,0
19535,14,1,1,0,0,0
19536,18,1,1,1,0,0
19537,14,1,1,0,1,0
19538,14,0,0,1,0,0
19539,11,1,1,0,0,1
19540,14,1,0,0,1,0
19541,18,0,2,0,1,0
19542,14,0,1,0,1,0
19543,14,1,5,1,0,0
19544,14,1,2,0,0,1
19545,13,0,4,0,1,0
19546,6,0,2,0,1,0
19547,14,0,4,1,0,0
19548,12,0,5,0,0,1
19549,6,0,0,1,0,0
19550,6,0,1,1,0,0
19551,14,0,0,1,0,0
19552,13,0,5,0,1,0
19553,13,0,3,0,0,1
19554,14,0,5,0,0,1
19555,15,1,4,0,0,1
19556,14,1,0,0,0,1
19557,16,1,0,0,1,0
19558,6,1,1,0,0,1
19559,14,1,4,0,1,0
19560,6,1,1,1,0,0
19561,14,1,0,0,0,1
19562,15,1,5,0,0,0
19563,14,1,2,0,1,0
19564,19,1,1,1,0,0
19565,14,1,4,1,0,0
19566,8,0,1,1,0,0
19567,14,0,1,0,1,0
19568,13,0,3,0,0,0
19569,13,0,2,0,0,1
19570,14,0,1,0,1,0
19571,13,0,5,0,0,0
19572,16,1,4,0,1,0
19573,13,1,4,0,1,0
19574,19,1,1,0,0,1
19575,8,1,0,0,0,0
19576,11,1,5,1,0,0
19577,14,1,1,0,1,0
19578,14,1,2,0,0,1
19579,7,1,5,1,0,0
19580,14,1,4,0,1,0
19581,17,1,5,0,0,1
19582,15,1,3,0,0,1
19583,6,1,4,0,1,0
19584,17,0,3,1,0,0
19585,14,0,3,0,1,0
19586,18,0,1,0,1,0
19587,14,0,2,1,0,0
19588,6,0,1,1,0,0
19589,14,1,5,1,0,0
19590,11,1,1,1,0,0
19591,8,1,5,0,0,0
19592,13,1,4,1,0,0
19593,8,1,5,1,0,0
19594,14,0,4,1,0,0
19595,15,0,0,1,0,0
19596,6,0,3,0,1,0
19597,14,0,5,0,0,1
19598,12,1,3,0,1,0
19599,14,1,1,0,1,0
19600,8,0,3,1,0,0
19601,14,0,3,0,1,0
19602,14,0,4,0,0,0
19603,10,0,4,0,1,0
19604,10,0,2,0,0,1
19605,14,1,5,0,0,0
19606,11,1,4,0,0,0
19607,12,1,3,1,0,0
19608,6,0,4,0,0,0
19609,11,0,5,0,1,0
19610,11,0,0,1,0,0
19611,14,0,0,0,0,0
19612,14,0,2,0,1,0
19613,7,0,0,0,0,0
19614,6,0,5,1,0,0
19615,14,1,1,0,0,1
19616,10,1,4,0,0,1
19617,12,0,2,0,1,0
19618,10,0,5,1,0,0
19619,14,0,0,1,0,0
19620,13,0,5,1,0,0
19621,14,0,0,0,0,1
19622,8,0,1,0,1,0
19623,14,0,2,0,0,0
19624,19,0,5,0,0,1
19625,9,0,5,1,0,0
19626,12,0,1,0,1,0
19627,18,0,2,1,0,0
19628,14,0,3,0,1,0
19629,13,0,2,0,0,1
19630,18,1,1,0,1,0
19631,13,1,0,0,0,1
19632,13,1,4,0,0,0
19633,8,0,2,0,0,1
19634,13,0,2,1,0,0
19635,11,0,5,0,1,0
19636,10,0,1,0,0,1
19637,17,0,1,0,0,0
19638,18,0,3,0,1,0
19639,14,0,1,0,0,0
19640,16,0,3,0,1,0
19641,11,0,4,0,1,0
19642,11,0,2,1,0,0
19643,14,0,0,1,0,0
19644,15,0,4,0,1,0
19645,15,0,3,0,0,1
19646,13,0,2,1,0,0
19647,14,0,0,1,0,0
19648,14,0,0,0,0,0
19649,14,0,0,0,0,1
19650,10,0,4,0,1,0
19651,14,0,2,1,0,0
19652,14,0,2,1,0,0
19653,13,0,0,1,0,0
19654,9,0,0,1,0,0
19655,16,0,3,0,0,1
19656,16,0,2,0,1,0
19657,13,0,4,0,0,0
19658,14,0,3,0,1,0
19659,8,0,1,0,1,0
19660,14,0,5,0,0,1
19661,13,0,4,1,0,0
19662,14,0,4,0,0,1
19663,17,0,5,1,0,0
19664,8,0,3,0,1,0
19665,13,1,3,1,0,0
19666,19,1,3,0,1,0
19667,11,0,5,0,1,0
19668,14,0,0,0,0,1
19669,12,0,4,1,0,0
19670,14,0,5,0,1,0
19671,14,0,0,0,0,1
19672,13,0,4,0,0,1
19673,10,1,0,1,0,0
19674,14,1,0,0,1,0
19675,9,0,0,0,0,0
19676,13,0,4,0,1,0
19677,14,0,3,0,0,0
19678,14,0,4,1,0,0
19679,17,0,3,1,0,0
19680,13,0,4,0,1,0
19681,13,0,5,0,0,0
19682,14,0,2,0,0,0
19683,9,0,4,0,1,0
19684,14,0,1,0,0,1
19685,13,0,2,1,0,0
19686,10,0,5,0,1,0
19687,14,0,4,0,0,1
19688,13,0,2,0,0,0
19689,14,0,0,1,0,0
19690,14,0,5,0,0,1
19691,14,0,3,0,0,1
19692,17,0,2,0,1,0
19693,10,0,5,0,0,0
19694,14,0,5,0,1,0
19695,7,0,0,0,0,0
19696,14,0,5,0,1,0
19697,14,0,0,1,0,0
19698,14,0,0,0,1,0
19699,14,0,3,0,0,0
19700,14,0,5,0,0,1
19701,13,0,4,0,0,0
19702,9,0,1,0,1,0
19703,14,0,3,0,1,0
19704,14,1,5,0,0,0
19705,14,1,5,0,0,0
19706,14,1,3,0,0,0
19707,14,1,0,1,0,0
19708,19,0,1,0,1,0
19709,13,0,5,0,1,0
19710,14,0,3,0,0,1
19711,16,0,0,1,0,0
19712,6,0,0,0,0,0
19713,17,0,2,0,1,0
19714,14,0,4,0,0,0
19715,18,0,0,0,1,0
19716,12,0,3,0,1,0
19717,14,0,5,0,0,0
19718,10,0,3,0,1,0
19719,12,0,5,0,1,0
19720,7,0,2,0,0,1
19721,13,0,0,0,0,0
19722,14,0,0,1,0,0
19723,13,0,0,1,0,0
19724,14,0,4,0,0,1
19725,14,0,4,1,0,0
19726,14,1,1,0,0,0
19727,14,1,0,0,0,0
19728,15,1,2,0,1,0
19729,19,1,5,0,0,1
19730,13,0,4,0,1,0
19731,17,0,3,1,0,0
19732,18,0,1,0,0,0
19733,16,0,1,0,0,0
19734,14,0,2,0,0,1
19735,13,0,2,1,0,0
19736,7,0,4,0,0,1
19737,14,0,2,0,1,0
19738,6,0,1,1,0,0
19739,18,0,1,0,1,0
19740,14,1,2,1,0,0
19741,13,1,5,0,1,0
19742,7,1,4,0,1,0
19743,16,0,1,0,0,1
19744,11,0,3,0,0,0
19745,8,0,4,0,0,1
19746,14,0,2,0,1,0
19747,7,1,4,0,1,0
19748,9,1,3,1,0,0
19749,10,1,5,1,0,0
19750,10,1,3,0,1,0
19751,14,1,4,0,1,0
19752,14,1,1,0,0,0
19753,7,0,2,0,0,0
19754,12,0,0,1,0,0
19755,8,0,2,0,0,0
19756,9,0,2,1,0,0
19757,17,0,0,0,1,0
19758,13,1,0,0,0,1
19759,11,1,1,0,1,0
19760,14,1,3,0,1,0
19761,14,1,2,0,1,0
19762,14,0,4,0,1,0
19763,19,0,5,0,1,0
19764,10,1,1,0,0,1
19765,14,1,3,0,0,1
19766,12,1,4,0,1,0
19767,14,1,4,0,0,0
19768,14,0,0,0,0,0
19769,13,1,0,0,0,0
19770,14,1,5,0,0,1
19771,18,1,3,0,1,0
19772,12,1,2,1,0,0
19773,14,1,5,0,0,1
19774,14,1,4,0,0,0
19775,14,1,5,0,0,1
19776,14,0,1,0,1,0
19777,13,0,0,1,0,0
19778,17,0,0,0,0,0
19779,14,0,0,0,1,0
19780,14,0,2,0,0,0
19781,9,0,1,0,1,0
19782,13,0,3,0,0,1
19783,14,0,1,0,0,0
19784,17,1,3,0,1,0
19785,14,1,4,1,0,0
19786,11,1,5,0,1,0
19787,14,1,5,1,0,0
19788,14,0,5,0,0,0
19789,19,0,4,0,1,0
19790,7,0,4,0,1,0
19791,18,0,3,1,0,0
19792,12,0,2,0,1,0
19793,14,0,1,0,1,0
19794,14,0,4,1,0,0
19795,14,0,1,0,1,0
19796,9,0,0,1,0,0
19797,9,0,0,0,1,0
19798,15,0,2,0,0,1
19799,16,1,1,0,0,0
19800,11,1,2,0,0,1
19801,14,1,2,0,1,0
19802,17,1,2,0,1,0
19803,13,1,4,0,0,1
19804,14,1,0,0,0,0
19805,7,0,1,1,0,0
19806,16,0,4,0,0,0
19807,14,0,4,1,0,0
19808,14,0,4,0,1,0
19809,16,1,4,1,0,0
19810,15,1,0,1,0,0
19811,13,1,2,0,0,1
19812,13,1,3,0,1,0
19813,14,1,3,1,0,0
19814,10,1,1,1,0,0
19815,13,1,4,0,0,1
19816,14,1,2,0,0,0
19817,10,0,5,0,0,0
19818,14,0,3,1,0,0
19819,11,0,2,1,0,0
19820,19,0,4,0,1,0
19821,14,0,1,1,0,0
19822,6,0,3,0,1,0
19823,14,0,1,0,1,0
19824,14,0,1,1,0,0
19825,10,0,4,1,0,0
19826,10,0,2,1,0,0
19827,15,0,3,0,0,1
19828,14,0,4,0,1,0
19829,14,0,2,0,1,0
19830,14,0,5,1,0,0
19831,14,0,5,0,1,0
19832,14,1,5,1,0,0
19833,16,1,3,0,1,0
19834,14,1,3,1,0,0
19835,11,0,1,0,0,1
19836,14,0,0,0,0,1
19837,10,1,2,0,1,0
19838,13,1,4,0,1,0
19839,12,0,2,0,0,1
19840,8,0,0,1,0,0
19841,14,0,4,0,1,0
19842,14,0,5,0,1,0
19843,10,0,4,1,0,0
19844,14,0,2,1,0,0
19845,14,0,5,0,1,0
19846,14,1,2,1,0,0
19847,17,1,3,1,0,0
19848,14,1,0,0,1,0
19849,14,1,2,0,0,0
19850,14,1,0,0,0,1
19851,6,1,5,0,1,0
19852,13,1,1,0,1,0
19853,16,1,1,0,0,1
19854,16,1,4,0,0,1
19855,8,1,5,0,1,0
19856,17,1,1,0,0,0
19857,19,1,3,0,0,0
19858,14,1,3,0,1,0
19859,8,1,3,0,0,0
19860,9,0,3,1,0,0
19861,18,0,4,0,0,0
19862,10,0,3,0,0,1
19863,14,0,5,0,0,0
19864,14,0,5,0,0,1
19865,12,0,3,0,0,1
19866,14,0,2,0,1,0
19867,14,0,2,0,1,0
19868,13,0,1,0,1,0
19869,17,0,0,0,0,0
19870,18,0,5,0,0,0
19871,14,1,0,0,1,0
19872,14,1,1,0,1,0
19873,14,1,2,0,0,0
19874,12,1,0,0,0,1
19875,7,1,1,0,1,0
19876,14,1,2,0,0,1
19877,14,1,5,0,1,0
19878,14,1,0,1,0,0
19879,14,0,0,0,0,0
19880,14,0,3,0,0,0
19881,14,0,0,1,0,0
19882,16,0,1,0,1,0
19883,11,0,5,0,1,0
19884,15,0,5,1,0,0
19885,14,0,0,0,0,1
19886,6,0,4,0,1,0
19887,14,0,4,0,0,0
19888,15,1,2,0,0,1
19889,12,1,3,0,1,0
19890,14,1,1,0,0,1
19891,13,1,2,0,1,0
19892,19,1,2,0,0,1
19893,14,1,4,1,0,0
19894,11,0,1,1,0,0
19895,19,0,4,0,1,0
19896,17,0,1,0,0,1
19897,14,0,2,0,0,1
19898,16,0,3,0,1,0
19899,13,0,0,0,0,1
19900,15,0,2,1,0,0
19901,14,0,0,1,0,0
19902,19,0,1,0,1,0
19903,14,0,2,0,0,1
19904,6,0,5,0,0,1
19905,14,0,3,0,0,0
19906,13,0,4,0,0,1
19907,13,0,4,1,0,0
19908,14,1,3,1,0,0
19909,14,1,4,0,0,1
19910,10,1,3,0,1,0
19911,9,1,5,0,1,0
19912,13,1,4,1,0,0
19913,16,1,5,0,0,0
19914,13,1,1,1,0,0
19915,15,1,4,0,1,0
19916,8,1,3,0,0,1
19917,7,1,5,0,0,1
19918,14,1,0,1,0,0
19919,11,0,1,0,1,0
19920,9,1,3,0,0,1
19921,14,1,2,0,1,0
19922,14,1,1,1,0,0
19923,12,1,0,0,0,1
19924,14,0,3,0,0,0
19925,13,0,1,0,1,0
19926,14,1,4,1,0,0
19927,13,1,4,0,0,0
19928,14,1,3,0,0,1
19929,8,1,2,0,0,0
19930,19,1,1,1,0,0
19931,12,0,4,0,1,0
19932,13,0,2,0,0,0
19933,13,0,2,1,0,0
19934,14,0,3,0,0,1
19935,14,0,3,1,0,0
19936,15,0,2,0,1,0
19937,14,0,2,0,0,0
19938,14,0,3,0,1,0
19939,13,0,3,0,0,1
19940,14,0,2,0,0,0
19941,14,0,1,0,0,1
19942,18,0,3,0,1,0
19943,16,0,4,0,0,0
19944,16,0,4,0,0,0
19945,14,0,2,0,1,0
19946,6,0,4,0,0,1
19947,9,1,0,0,1,0
19948,8,1,5,0,0,1
19949,12,0,3,0,1,0
19950,14,0,1,1,0,0
19951,8,0,4,1,0,0
19952,14,1,0,1,0,0
19953,14,1,1,0,0,1
19954,18,1,3,0,1,0
19955,16,1,5,0,0,1
19956,13,1,0,1,0,0
19957,13,1,1,1,0,0
19958,14,1,5,0,1,0
19959,11,1,5,0,0,1
19960,14,0,2,0,1,0
19961,14,0,1,0,0,0
19962,12,0,3,0,0,0
19963,12,1,5,0,0,1
19964,18,1,3,0,1,0
19965,18,1,3,0,0,1
19966,9,0,1,0,1,0
19967,13,0,3,0,1,0
19968,8,0,5,0,0,1
19969,14,0,2,0,0,1
19970,14,0,3,0,1,0
19971,14,0,0,1,0,0
19972,13,0,3,0,1,0
19973,14,0,5,0,1,0
19974,14,0,5,0,0,0
19975,14,1,3,0,0,0
19976,13,1,5,0,0,1
19977,14,1,0,0,0,0
19978,13,1,4,0,1,0
19979,10,0,2,0,1,0
19980,11,0,1,0,0,1
19981,6,0,2,0,1,0
19982,6,0,1,0,0,0
19983,17,1,3,1,0,0
19984,16,1,0,0,0,1
19985,14,1,4,0,0,1
19986,9,1,5,0,0,1
19987,13,1,3,1,0,0
19988,13,1,1,0,0,1
19989,14,1,2,0,1,0
19990,9,1,4,1,0,0
19991,13,1,5,1,0,0
19992,8,1,0,1,0,0
19993,15,1,0,0,1,0
19994,18,1,0,1,0,0
19995,15,1,3,0,1,0
19996,19,1,5,1,0,0
19997,7,1,4,0,1,0
19998,16,1,1,1,0,0
19999,14,1,2,0,0,1
20000,14,1,1,0,1,0
20001,14,1,2,1,0,0
20002,10,1,0,0,1,0
20003,10,1,3,0,1,0
20004,15,0,3,0,0,0
20005,14,0,3,0,0,1
20006,8,0,2,0,0,1
20007,13,1,5,0,0,0
20008,19,1,2,0,0,0
20009,14,0,0,1,0,0
20010,14,0,4,0,1,0
20011,14,0,0,0,0,1
20012,10,0,2,0,1,0
20013,18,0,0,0,1,0
20014,14,0,0,0,0,0
20015,7,0,2,1,0,0
20016,18,0,3,0,0,1
20017,17,1,3,0,1,0
20018,13,1,2,0,0,0
20019,14,1,2,0,1,0
20020,10,1,1,0,0,0
20021,14,0,5,0,1,0
20022,12,0,1,0,1,0
20023,14,0,3,0,0,1
20024,9,0,1,0,1,0
20025,14,0,2,0,0,0
20026,14,0,4,0,0,1
20027,7,0,3,0,0,1
20028,12,0,4,0,0,0
20029,14,0,3,0,1,0
20030,12,0,0,1,0,0
20031,14,0,2,0,0,0
20032,11,0,4,0,1,0
20033,14,0,1,1,0,0
20034,14,0,5,0,1,0
20035,16,0,1,1,0,0
20036,9,1,0,0,0,1
20037,17,1,5,0,0,1
20038,10,0,3,1,0,0
20039,14,1,0,0,0,0
20040,14,1,1,0,1,0
20041,6,1,3,0,1,0
20042,13,1,0,0,0,1
20043,17,1,5,1,0,0
20044,13,1,4,0,0,1
20045,12,1,2,0,1,0
20046,18,0,5,1,0,0
20047,14,0,2,0,0,1
20048,14,1,0,0,1,0
20049,16,1,0,0,0,1
20050,17,0,2,0,1,0
20051,18,0,3,1,0,0
20052,19,1,3,0,1,0
20053,12,1,0,0,0,0
20054,13,0,4,0,0,1
20055,14,0,3,0,0,0
20056,14,0,0,1,0,0
20057,14,0,4,0,1,0
20058,15,0,1,0,1,0
20059,10,0,1,0,0,0
20060,8,0,2,0,1,0
20061,18,0,5,0,0,1
20062,14,1,4,0,1,0
20063,13,1,1,0,0,1
20064,14,0,0,0,1,0
20065,16,0,3,0,1,0
20066,14,0,4,0,1,0
20067,9,0,3,0,1,0
20068,14,0,0,0,1,0
20069,10,0,5,1,0,0
20070,19,0,1,1,0,0
20071,16,0,5,0,0,0
20072,18,0,2,0,1,0
20073,9,0,3,1,0,0
20074,14,0,5,0,0,1
20075,14,0,4,1,0,0
20076,18,0,0,0,0,1
20077,16,0,2,0,0,1
20078,18,1,3,0,1,0
20079,16,1,0,0,0,1
20080,14,1,2,0,1,0
20081,9,1,4,0,1,0
20082,14,1,1,0,0,1
20083,6,1,1,0,0,1
20084,14,1,5,0,0,1
20085,15,1,3,0,1,0
20086,10,1,3,0,1,0
20087,14,1,2,0,0,0
20088,14,1,4,0,1,0
20089,13,1,3,1,0,0
20090,8,0,0,0,0,1
20091,9,0,1,0,1,0
20092,11,0,0,1,0,0
20093,7,0,5,0,0,1
20094,13,1,4,0,0,0
20095,17,1,2,1,0,0
20096,9,1,3,1,0,0
20097,14,1,4,0,0,0
20098,12,1,3,0,0,0
20099,10,1,1,0,0,1
20100,13,0,1,0,0,1
20101,13,1,0,0,0,0
20102,8,1,1,0,0,1
20103,9,0,1,0,0,0
20104,8,0,3,0,0,1
20105,19,0,4,0,0,0
20106,14,0,0,0,1,0
20107,16,0,0,0,1,0
20108,19,0,2,0,1,0
20109,14,0,0,0,1,0
20110,14,0,3,0,0,0
20111,14,0,2,0,0,0
20112,7,0,4,1,0,0
20113,13,0,5,0,1,0
20114,13,0,3,0,0,1
20115,13,0,0,0,0,0
20116,17,0,4,0,0,1
20117,13,0,0,1,0,0
20118,14,0,2,0,1,0
20119,15,0,2,1,0,0
20120,18,1,2,0,0,1
20121,14,1,0,0,0,0
20122,10,0,2,0,1,0
20123,10,0,1,1,0,0
20124,13,0,2,0,0,1
20125,17,0,3,0,1,0
20126,14,0,2,0,1,0
20127,10,1,0,0,0,0
20128,14,1,4,0,0,0
20129,14,1,3,0,0,0
20130,14,1,5,1,0,0
20131,13,0,3,0,0,1
20132,19,0,0,0,0,0
20133,18,0,1,0,0,1
20134,14,1,1,1,0,0
20135,17,1,4,0,1,0
20136,7,1,2,0,1,0
20137,19,1,3,1,0,0
20138,14,1,5,0,0,0
20139,8,1,0,1,0,0
20140,9,1,5,1,0,0
20141,18,0,3,0,0,1
20142,17,0,5,1,0,0
20143,7,0,4,0,1,0
20144,12,0,5,0,0,0
20145,14,0,2,1,0,0
20146,7,0,1,0,1,0
20147,14,0,1,0,1,0
20148,11,1,1,0,0,1
20149,14,1,3,0,0,1
20150,8,1,1,0,0,1
20151,14,1,2,0,0,0
20152,13,1,5,0,1,0
20153,6,1,4,0,0,0
20154,7,1,2,0,1,0
20155,7,0,0,1,0,0
20156,14,1,3,0,1,0
20157,14,1,5,1,0,0
20158,14,1,0,0,0,1
20159,11,1,2,0,1,0
20160,13,1,0,0,0,1
20161,8,1,5,0,0,0
20162,14,1,2,0,0,1
20163,14,1,5,0,0,1
20164,14,1,5,0,0,1
20165,14,1,3,1,0,0
20166,6,1,4,0,1,0
20167,6,1,3,1,0,0
20168,14,1,2,1,0,0
20169,13,1,2,0,0,1
20170,14,1,1,0,0,0
20171,14,1,4,0,0,0
20172,14,1,2,0,0,0
20173,14,0,1,0,1,0
20174,6,0,1,0,0,1
20175,14,0,1,0,1,0
20176,6,1,2,1,0,0
20177,13,1,3,0,0,0
20178,14,1,0,0,0,1
20179,9,1,0,0,0,1
20180,14,1,5,0,0,0
20181,14,1,1,0,1,0
20182,18,1,3,1,0,0
20183,14,1,1,1,0,0
20184,18,1,5,0,1,0
20185,7,1,5,1,0,0
20186,14,1,2,1,0,0
20187,14,0,5,1,0,0
20188,14,0,4,0,0,0
20189,11,0,5,0,0,0
20190,11,0,1,1,0,0
20191,10,0,5,0,0,0
20192,14,0,4,0,1,0
20193,6,0,5,0,0,0
20194,13,0,0,0,0,1
20195,14,0,0,0,0,1
20196,10,0,2,0,1,0
20197,14,0,5,0,0,1
20198,14,0,0,0,0,0
20199,16,0,5,0,1,0
20200,8,0,3,0,1,0
20201,13,0,5,1,0,0
20202,14,1,4,0,0,1
20203,7,1,4,1,0,0
20204,14,1,3,1,0,0
20205,8,1,0,0,0,1
20206,16,1,1,1,0,0
20207,6,1,4,0,1,0
20208,10,1,1,0,1,0
20209,13,1,4,0,1,0
20210,14,1,5,0,0,1
20211,19,1,4,0,1,0
20212,19,1,5,0,0,0
20213,14,1,3,1,0,0
20214,14,0,3,0,0,0
20215,7,0,1,0,1,0
20216,12,0,4,0,1,0
20217,16,0,5,1,0,0
20218,14,0,4,0,0,0
20219,16,1,1,0,0,0
20220,14,1,4,0,0,0
20221,14,1,2,0,0,1
20222,14,1,4,1,0,0
20223,6,0,5,0,1,0
20224,14,0,5,1,0,0
20225,15,0,0,0,0,1
20226,14,0,1,0,1,0
20227,14,0,1,0,0,0
20228,13,1,5,0,0,1
20229,13,1,3,0,0,0
20230,13,1,2,0,0,1
20231,12,1,1,0,1,0
20232,16,1,1,0,1,0
20233,14,1,2,0,1,0
20234,9,1,4,0,0,1
20235,14,0,3,0,0,1
20236,16,0,4,0,1,0
20237,19,0,5,0,1,0
20238,14,0,1,0,0,0
20239,14,1,0,0,1,0
20240,14,1,3,0,1,0
20241,10,1,5,0,0,1
20242,14,1,0,0,1,0
20243,16,1,1,0,1,0
